state_code,county_code,site_number,parameter_code,poc,latitude,longitude,datum,parameter,sample_duration_code,sample_duration,pollutant_standard,date_local,units_of_measure,event_type,observation_count,observation_percent,validity_indicator,arithmetic_mean,first_max_value,first_max_hour,aqi,method_code,method,local_site_name,site_address,state,county,city,cbsa_code,cbsa,date_of_last_change
36,005,0112,88101,4,40.81551,-73.88553,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2006,2026-01-02,Micrograms/cubic meter (LC),No Events,1,100.0,Y,9.3,9.3,0,51.0,636,Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled - Broadband spectroscopy,IS 74,IS 74    730 BRYANT AV,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2026-09-17
36,005,0112,88101,4,40.81551,-73.88553,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2006,2026-01-02,Micrograms/cubic meter (LC),No Events,1,100.0,Y,9.3,9.3,0,51.0,636,Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled - Broadband spectroscopy,IS 74,IS 74    730 BRYANT AV,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2026-09-17
36,005,0112,88101,4,40.81551,-73.88553,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2012,2026-01-02,Micrograms/cubic meter (LC),No Events,1,100.0,Y,9.3,9.3,0,51.0,636,Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled - Broadband spectroscopy,IS 74,IS 74    730 BRYANT AV,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2026-09-17
36,005,0112,88101,4,40.81551,-73.88553,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,2026-01-02,Micrograms/cubic meter (LC),No Events,1,100.0,Y,9.3,9.3,0,51.0,636,Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled - Broadband spectroscopy,IS 74,IS 74    730 BRYANT AV,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2026-09-17
36,005,0112,88101,4,40.81551,-73.88553,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 1997,2026-01-02,Micrograms/cubic meter (LC),No Events,1,100.0,Y,9.3,9.3,0,51.0,636,Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled - Broadband spectroscopy,IS 74,IS 74    730 BRYANT AV,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2026-09-17
36,005,0112,88101,4,40.81551,-73.88553,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2026-01-02,Micrograms/cubic meter (LC),No Events,1,100.0,Y,9.3,9.3,0,51.0,636,Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled - Broadband spectroscopy,IS 74,IS 74    730 BRYANT AV,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2026-09-17
36,005,0112,88101,4,40.81551,-73.88553,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2024,2026-01-02,Micrograms/cubic meter (LC),No Events,1,100.0,Y,9.3,9.3,0,51.0,636,Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled - Broadband spectroscopy,IS 74,IS 74    730 BRYANT AV,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2026-09-17
36,005,0112,88101,4,40.81551,-73.88553,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2024,2026-01-02,Micrograms/cubic meter (LC),No Events,1,100.0,Y,9.3,9.3,0,51.0,636,Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled - Broadband spectroscopy,IS 74,IS 74    730 BRYANT AV,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2026-09-17
36,005,0112,88101,4,40.81551,-73.88553,WGS84,PM2.5 - Local Conditions,1,1 HOUR,,2026-01-03,Micrograms/cubic meter (LC),No Events,24,100.0,Y,8.245833,13.9,20,,636,Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled - Broadband spectroscopy,IS 74,IS 74    730 BRYANT AV,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2026-09-17
36,005,0112,88101,4,40.81551,-73.88553,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2006,2026-01-03,Micrograms/cubic meter (LC),No Events,1,100.0,Y,8.2,8.2,0,46.0,636,Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled - Broadband spectroscopy,IS 74,IS 74    730 BRYANT AV,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2026-09-17
36,005,0112,88101,4,40.81551,-73.88553,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2006,2026-01-03,Micrograms/cubic meter (LC),No Events,1,100.0,Y,8.2,8.2,0,46.0,636,Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled - Broadband spectroscopy,IS 74,IS 74    730 BRYANT AV,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2026-09-17
36,005,0112,88101,4,40.81551,-73.88553,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2012,2026-01-03,Micrograms/cubic meter (LC),No Events,1,100.0,Y,8.2,8.2,0,46.0,636,Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled - Broadband spectroscopy,IS 74,IS 74    730 BRYANT AV,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2026-09-17
36,005,0112,88101,4,40.81551,-73.88553,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,2026-01-03,Micrograms/cubic meter (LC),No Events,1,100.0,Y,8.2,8.2,0,46.0,636,Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled - Broadband spectroscopy,IS 74,IS 74    730 BRYANT AV,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2026-09-17
36,005,0112,88101,4,40.81551,-73.88553,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 1997,2026-01-03,Micrograms/cubic meter (LC),No Events,1,100.0,Y,8.2,8.2,0,46.0,636,Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled - Broadband spectroscopy,IS 74,IS 74    730 BRYANT AV,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2026-09-17
36,005,0112,88101,4,40.81551,-73.88553,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2026-01-03,Micrograms/cubic meter (LC),No Events,1,100.0,Y,8.2,8.2,0,46.0,636,Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled - Broadband spectroscopy,IS 74,IS 74    730 BRYANT AV,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2026-09-17
36,005,0112,88101,4,40.81551,-73.88553,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2024,2026-01-03,Micrograms/cubic meter (LC),No Events,1,100.0,Y,8.2,8.2,0,46.0,636,Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled - Broadband spectroscopy,IS 74,IS 74    730 BRYANT AV,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2026-09-17
36,005,0112,88101,4,40.81551,-73.88553,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2024,2026-01-03,Micrograms/cubic meter (LC),No Events,1,100.0,Y,8.2,8.2,0,46.0,636,Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled - Broadband spectroscopy,IS 74,IS 74    730 BRYANT AV,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2026-09-17
36,005,0112,88101,4,40.81551,-73.88553,WGS84,PM2.5 - Local Conditions,1,1 HOUR,,2026-01-04,Micrograms/cubic meter (LC),No Events,24,100.0,Y,8.345833,10.6,0,,636,Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled - Broadband spectroscopy,IS 74,IS 74    730 BRYANT AV,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2026-09-17
36,005,0112,88101,4,40.81551,-73.88553,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2006,2026-01-04,Micrograms/cubic meter (LC),No Events,1,100.0,Y,8.3,8.3,0,46.0,636,Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled - Broadband spectroscopy,IS 74,IS 74    730 BRYANT AV,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2026-09-17
36,005,0112,88101,4,40.81551,-73.88553,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2006,2026-01-04,Micrograms/cubic meter (LC),No Events,1,100.0,Y,8.3,8.3,0,46.0,636,Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled - Broadband spectroscopy,IS 74,IS 74    730 BRYANT AV,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2026-09-17
36,005,0112,88101,4,40.81551,-73.88553,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2012,2026-01-04,Micrograms/cubic meter (LC),No Events,1,100.0,Y,8.3,8.3,0,46.0,636,Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled - Broadband spectroscopy,IS 74,IS 74    730 BRYANT AV,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2026-09-17
36,005,0112,88101,4,40.81551,-73.88553,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,2026-01-04,Micrograms/cubic meter (LC),No Events,1,100.0,Y,8.3,8.3,0,46.0,636,Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled - Broadband spectroscopy,IS 74,IS 74    730 BRYANT AV,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2026-09-17
36,005,0112,88101,4,40.81551,-73.88553,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 1997,2026-01-04,Micrograms/cubic meter (LC),No Events,1,100.0,Y,8.3,8.3,0,46.0,636,Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled - Broadband spectroscopy,IS 74,IS 74    730 BRYANT AV,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2026-09-17
36,005,0112,88101,4,40.81551,-73.88553,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2026-01-04,Micrograms/cubic meter (LC),No Events,1,100.0,Y,8.3,8.3,0,46.0,636,Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled - Broadband spectroscopy,IS 74,IS 74    730 BRYANT AV,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2026-09-17
36,005,0112,88101,4,40.81551,-73.88553,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2024,2026-01-04,Micrograms/cubic meter (LC),No Events,1,100.0,Y,8.3,8.3,0,46.0,636,Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled - Broadband spectroscopy,IS 74,IS 74    730 BRYANT AV,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2026-09-17
36,005,0112,88101,4,40.81551,-73.88553,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2024,2026-01-04,Micrograms/cubic meter (LC),No Events,1,100.0,Y,8.3,8.3,0,46.0,636,Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled - Broadband spectroscopy,IS 74,IS 74    730 BRYANT AV,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2026-09-17
36,005,0112,88101,4,40.81551,-73.88553,WGS84,PM2.5 - Local Conditions,1,1 HOUR,,2026-01-05,Micrograms/cubic meter (LC),No Events,24,100.0,Y,11.458333,15.7,17,,636,Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled - Broadband spectroscopy,IS 74,IS 74    730 BRYANT AV,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2026-09-17
36,005,0112,88101,4,40.81551,-73.88553,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2006,2026-01-05,Micrograms/cubic meter (LC),No Events,1,100.0,Y,11.4,11.4,0,55.0,636,Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled - Broadband spectroscopy,IS 74,IS 74    730 BRYANT AV,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2026-09-17
36,005,0112,88101,4,40.81551,-73.88553,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2006,2026-01-05,Micrograms/cubic meter (LC),No Events,1,100.0,Y,11.4,11.4,0,55.0,636,Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled - Broadband spectroscopy,IS 74,IS 74    730 BRYANT AV,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2026-09-17
36,005,0112,88101,4,40.81551,-73.88553,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2012,2026-01-05,Micrograms/cubic meter (LC),No Events,1,100.0,Y,11.4,11.4,0,55.0,636,Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled - Broadband spectroscopy,IS 74,IS 74    730 BRYANT AV,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2026-09-17
36,005,0112,88101,4,40.81551,-73.88553,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,2026-01-05,Micrograms/cubic meter (LC),No Events,1,100.0,Y,11.4,11.4,0,55.0,636,Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled - Broadband spectroscopy,IS 74,IS 74    730 BRYANT AV,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2026-09-17
36,005,0112,88101,4,40.81551,-73.88553,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 1997,2026-01-05,Micrograms/cubic meter (LC),No Events,1,100.0,Y,11.4,11.4,0,55.0,636,Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled - Broadband spectroscopy,IS 74,IS 74    730 BRYANT AV,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2026-09-17
36,005,0112,88101,4,40.81551,-73.88553,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2026-01-05,Micrograms/cubic meter (LC),No Events,1,100.0,Y,11.4,11.4,0,55.0,636,Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled - Broadband spectroscopy,IS 74,IS 74    730 BRYANT AV,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2026-09-17
36,005,0112,88101,4,40.81551,-73.88553,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2024,2026-01-05,Micrograms/cubic meter (LC),No Events,1,100.0,Y,11.4,11.4,0,55.0,636,Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled - Broadband spectroscopy,IS 74,IS 74    730 BRYANT AV,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2026-09-17
36,005,0112,88101,4,40.81551,-73.88553,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2024,2026-01-05,Micrograms/cubic meter (LC),No Events,1,100.0,Y,11.4,11.4,0,55.0,636,Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled - Broadband spectroscopy,IS 74,IS 74    730 BRYANT AV,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2026-09-17
36,005,0112,88101,4,40.81551,-73.88553,WGS84,PM2.5 - Local Conditions,1,1 HOUR,,2026-01-06,Micrograms/cubic meter (LC),No Events,24,100.0,Y,27.379167,38.5,10,,636,Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled - Broadband spectroscopy,IS 74,IS 74    730 BRYANT AV,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2026-09-17
36,005,0112,88101,4,40.81551,-73.88553,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2006,2026-01-06,Micrograms/cubic meter (LC),No Events,1,100.0,Y,27.3,27.3,0,85.0,636,Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled - Broadband spectroscopy,IS 74,IS 74    730 BRYANT AV,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2026-09-17
36,005,0112,88101,4,40.81551,-73.88553,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2006,2026-01-06,Micrograms/cubic meter (LC),No Events,1,100.0,Y,27.3,27.3,0,85.0,636,Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled - Broadband spectroscopy,IS 74,IS 74    730 BRYANT AV,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2026-09-17
36,005,0112,88101,4,40.81551,-73.88553,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2012,2026-01-06,Micrograms/cubic meter (LC),No Events,1,100.0,Y,27.3,27.3,0,85.0,636,Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled - Broadband spectroscopy,IS 74,IS 74    730 BRYANT AV,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2026-09-17
36,005,0112,88101,4,40.81551,-73.88553,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,2026-01-06,Micrograms/cubic meter (LC),No Events,1,100.0,Y,27.3,27.3,0,85.0,636,Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled - Broadband spectroscopy,IS 74,IS 74    730 BRYANT AV,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2026-09-17
36,005,0112,88101,4,40.81551,-73.88553,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 1997,2026-01-06,Micrograms/cubic meter (LC),No Events,1,100.0,Y,27.3,27.3,0,85.0,636,Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled - Broadband spectroscopy,IS 74,IS 74    730 BRYANT AV,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2026-09-17
36,005,0112,88101,4,40.81551,-73.88553,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2026-01-06,Micrograms/cubic meter (LC),No Events,1,100.0,Y,27.3,27.3,0,85.0,636,Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled - Broadband spectroscopy,IS 74,IS 74    730 BRYANT AV,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2026-09-17
36,005,0112,88101,4,40.81551,-73.88553,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2024,2026-01-06,Micrograms/cubic meter (LC),No Events,1,100.0,Y,27.3,27.3,0,85.0,636,Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled - Broadband spectroscopy,IS 74,IS 74    730 BRYANT AV,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2026-09-17
36,005,0112,88101,4,40.81551,-73.88553,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2024,2026-01-06,Micrograms/cubic meter (LC),No Events,1,100.0,Y,27.3,27.3,0,85.0,636,Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled - Broadband spectroscopy,IS 74,IS 74    730 BRYANT AV,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2026-09-17
36,005,0112,88101,4,40.81551,-73.88553,WGS84,PM2.5 - Local Conditions,1,1 HOUR,,2026-01-07,Micrograms/cubic meter (LC),No Events,24,100.0,Y,16.55,38.6,7,,636,Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled - Broadband spectroscopy,IS 74,IS 74    730 BRYANT AV,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2026-09-17
36,005,0112,88101,4,40.81551,-73.88553,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2006,2026-01-07,Micrograms/cubic meter (LC),No Events,1,100.0,Y,16.5,16.5,0,65.0,636,Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled - Broadband spectroscopy,IS 74,IS 74    730 BRYANT AV,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2026-09-17
36,005,0112,88101,4,40.81551,-73.88553,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2006,2026-01-07,Micrograms/cubic meter (LC),No Events,1,100.0,Y,16.5,16.5,0,65.0,636,Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled - Broadband spectroscopy,IS 74,IS 74    730 BRYANT AV,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2026-09-17
36,005,0112,88101,4,40.81551,-73.88553,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2012,2026-01-07,Micrograms/cubic meter (LC),No Events,1,100.0,Y,16.5,16.5,0,65.0,636,Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled - Broadband spectroscopy,IS 74,IS 74    730 BRYANT AV,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2026-09-17
36,005,0112,88101,4,40.81551,-73.88553,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,2026-01-07,Micrograms/cubic meter (LC),No Events,1,100.0,Y,16.5,16.5,0,65.0,636,Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled - Broadband spectroscopy,IS 74,IS 74    730 BRYANT AV,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2026-09-17
36,005,0112,88101,4,40.81551,-73.88553,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 1997,2026-01-07,Micrograms/cubic meter (LC),No Events,1,100.0,Y,16.5,16.5,0,65.0,636,Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled - Broadband spectroscopy,IS 74,IS 74    730 BRYANT AV,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2026-09-17
36,005,0112,88101,4,40.81551,-73.88553,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,2026-01-07,Micrograms/cubic meter (LC),No Events,1,100.0,Y,16.5,16.5,0,65.0,636,Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled - Broadband spectroscopy,IS 74,IS 74    730 BRYANT AV,New York,Bronx,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA",2026-09-17
