toll_date,toll_hour,toll_10_minute_block,minute_of_hour,hour_of_day,day_of_week_int,day_of_week,toll_week,time_period,vehicle_class,detection_group,detection_region,crz_entries,excluded_roadway_entries
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:00:00.000,0,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,TLC Taxi/FHV,West 60th St,West 60th St,237,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:00:00.000,0,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,TLC Taxi/FHV,West Side Highway at 60th St,West Side Highway,108,4
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:10:00.000,10,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,"1 - Cars, Pickups and Vans",Brooklyn Bridge,Brooklyn,184,135
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:10:00.000,10,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,"1 - Cars, Pickups and Vans",Hugh L. Carey Tunnel,Brooklyn,59,27
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:10:00.000,10,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,"1 - Cars, Pickups and Vans",Manhattan Bridge,Brooklyn,133,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:10:00.000,10,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,"1 - Cars, Pickups and Vans",Williamsburg Bridge,Brooklyn,202,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:10:00.000,10,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,"1 - Cars, Pickups and Vans",East 60th St,East 60th St,249,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:10:00.000,10,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,"1 - Cars, Pickups and Vans",FDR Drive at 60th St,FDR Drive,252,176
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:10:00.000,10,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,"1 - Cars, Pickups and Vans",Holland Tunnel,New Jersey,165,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:10:00.000,10,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,"1 - Cars, Pickups and Vans",Lincoln Tunnel,New Jersey,175,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:10:00.000,10,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,"1 - Cars, Pickups and Vans",Queens Midtown Tunnel,Queens,104,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:10:00.000,10,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,"1 - Cars, Pickups and Vans",Queensboro Bridge,Queens,151,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:10:00.000,10,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,"1 - Cars, Pickups and Vans",West 60th St,West 60th St,71,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:10:00.000,10,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,"1 - Cars, Pickups and Vans",West Side Highway at 60th St,West Side Highway,170,13
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:10:00.000,10,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,2 - Single-Unit Trucks,Brooklyn Bridge,Brooklyn,0,1
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:10:00.000,10,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,2 - Single-Unit Trucks,Hugh L. Carey Tunnel,Brooklyn,0,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:10:00.000,10,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,2 - Single-Unit Trucks,Manhattan Bridge,Brooklyn,6,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:10:00.000,10,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,2 - Single-Unit Trucks,Williamsburg Bridge,Brooklyn,6,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:10:00.000,10,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,2 - Single-Unit Trucks,East 60th St,East 60th St,7,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:10:00.000,10,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,2 - Single-Unit Trucks,FDR Drive at 60th St,FDR Drive,1,1
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:10:00.000,10,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,2 - Single-Unit Trucks,Holland Tunnel,New Jersey,8,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:10:00.000,10,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,2 - Single-Unit Trucks,Lincoln Tunnel,New Jersey,10,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:10:00.000,10,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,2 - Single-Unit Trucks,Queens Midtown Tunnel,Queens,13,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:10:00.000,10,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,2 - Single-Unit Trucks,Queensboro Bridge,Queens,3,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:10:00.000,10,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,2 - Single-Unit Trucks,West 60th St,West 60th St,4,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:10:00.000,10,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,2 - Single-Unit Trucks,West Side Highway at 60th St,West Side Highway,1,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:10:00.000,10,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,3 - Multi-Unit Trucks,Brooklyn Bridge,Brooklyn,0,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:10:00.000,10,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,3 - Multi-Unit Trucks,Hugh L. Carey Tunnel,Brooklyn,0,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:10:00.000,10,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,3 - Multi-Unit Trucks,Manhattan Bridge,Brooklyn,1,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:10:00.000,10,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,3 - Multi-Unit Trucks,Williamsburg Bridge,Brooklyn,0,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:10:00.000,10,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,3 - Multi-Unit Trucks,East 60th St,East 60th St,2,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:10:00.000,10,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,3 - Multi-Unit Trucks,FDR Drive at 60th St,FDR Drive,0,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:10:00.000,10,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,3 - Multi-Unit Trucks,Holland Tunnel,New Jersey,0,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:10:00.000,10,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,3 - Multi-Unit Trucks,Lincoln Tunnel,New Jersey,1,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:10:00.000,10,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,3 - Multi-Unit Trucks,Queens Midtown Tunnel,Queens,0,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:10:00.000,10,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,3 - Multi-Unit Trucks,Queensboro Bridge,Queens,0,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:10:00.000,10,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,3 - Multi-Unit Trucks,West 60th St,West 60th St,0,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:10:00.000,10,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,3 - Multi-Unit Trucks,West Side Highway at 60th St,West Side Highway,0,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:10:00.000,10,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,4 - Buses,Brooklyn Bridge,Brooklyn,0,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:10:00.000,10,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,4 - Buses,Hugh L. Carey Tunnel,Brooklyn,2,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:10:00.000,10,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,4 - Buses,Manhattan Bridge,Brooklyn,1,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:10:00.000,10,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,4 - Buses,Williamsburg Bridge,Brooklyn,3,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:10:00.000,10,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,4 - Buses,East 60th St,East 60th St,10,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:10:00.000,10,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,4 - Buses,FDR Drive at 60th St,FDR Drive,0,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:10:00.000,10,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,4 - Buses,Holland Tunnel,New Jersey,1,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:10:00.000,10,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,4 - Buses,Lincoln Tunnel,New Jersey,7,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:10:00.000,10,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,4 - Buses,Queens Midtown Tunnel,Queens,3,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:10:00.000,10,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,4 - Buses,Queensboro Bridge,Queens,2,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:10:00.000,10,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,4 - Buses,West 60th St,West 60th St,11,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:10:00.000,10,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,4 - Buses,West Side Highway at 60th St,West Side Highway,1,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:10:00.000,10,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,5 - Motorcycles,Brooklyn Bridge,Brooklyn,1,1
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:10:00.000,10,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,5 - Motorcycles,Hugh L. Carey Tunnel,Brooklyn,0,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:10:00.000,10,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,5 - Motorcycles,Manhattan Bridge,Brooklyn,0,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:10:00.000,10,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,5 - Motorcycles,Williamsburg Bridge,Brooklyn,0,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:10:00.000,10,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,5 - Motorcycles,East 60th St,East 60th St,7,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:10:00.000,10,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,5 - Motorcycles,FDR Drive at 60th St,FDR Drive,0,1
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:10:00.000,10,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,5 - Motorcycles,Holland Tunnel,New Jersey,0,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:10:00.000,10,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,5 - Motorcycles,Lincoln Tunnel,New Jersey,2,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:10:00.000,10,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,5 - Motorcycles,Queens Midtown Tunnel,Queens,0,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:10:00.000,10,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,5 - Motorcycles,Queensboro Bridge,Queens,1,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:10:00.000,10,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,5 - Motorcycles,West 60th St,West 60th St,6,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:10:00.000,10,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,5 - Motorcycles,West Side Highway at 60th St,West Side Highway,0,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:10:00.000,10,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,TLC Taxi/FHV,Brooklyn Bridge,Brooklyn,146,25
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:10:00.000,10,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,TLC Taxi/FHV,Hugh L. Carey Tunnel,Brooklyn,24,7
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:10:00.000,10,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,TLC Taxi/FHV,Manhattan Bridge,Brooklyn,125,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:10:00.000,10,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,TLC Taxi/FHV,Williamsburg Bridge,Brooklyn,154,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:10:00.000,10,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,TLC Taxi/FHV,East 60th St,East 60th St,489,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:10:00.000,10,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,TLC Taxi/FHV,FDR Drive at 60th St,FDR Drive,141,78
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:10:00.000,10,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,TLC Taxi/FHV,Holland Tunnel,New Jersey,112,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:10:00.000,10,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,TLC Taxi/FHV,Lincoln Tunnel,New Jersey,75,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:10:00.000,10,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,TLC Taxi/FHV,Queens Midtown Tunnel,Queens,124,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:10:00.000,10,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,TLC Taxi/FHV,Queensboro Bridge,Queens,113,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:10:00.000,10,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,TLC Taxi/FHV,West 60th St,West 60th St,249,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:10:00.000,10,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,TLC Taxi/FHV,West Side Highway at 60th St,West Side Highway,88,4
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:20:00.000,20,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,"1 - Cars, Pickups and Vans",Brooklyn Bridge,Brooklyn,134,121
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:20:00.000,20,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,"1 - Cars, Pickups and Vans",Hugh L. Carey Tunnel,Brooklyn,49,37
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:20:00.000,20,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,"1 - Cars, Pickups and Vans",Manhattan Bridge,Brooklyn,119,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:20:00.000,20,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,"1 - Cars, Pickups and Vans",Williamsburg Bridge,Brooklyn,170,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:20:00.000,20,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,"1 - Cars, Pickups and Vans",East 60th St,East 60th St,253,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:20:00.000,20,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,"1 - Cars, Pickups and Vans",FDR Drive at 60th St,FDR Drive,229,170
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:20:00.000,20,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,"1 - Cars, Pickups and Vans",Holland Tunnel,New Jersey,183,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:20:00.000,20,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,"1 - Cars, Pickups and Vans",Lincoln Tunnel,New Jersey,178,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:20:00.000,20,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,"1 - Cars, Pickups and Vans",Queens Midtown Tunnel,Queens,108,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:20:00.000,20,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,"1 - Cars, Pickups and Vans",Queensboro Bridge,Queens,124,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:20:00.000,20,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,"1 - Cars, Pickups and Vans",West 60th St,West 60th St,85,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:20:00.000,20,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,"1 - Cars, Pickups and Vans",West Side Highway at 60th St,West Side Highway,156,7
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:20:00.000,20,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,2 - Single-Unit Trucks,Brooklyn Bridge,Brooklyn,5,1
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:20:00.000,20,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,2 - Single-Unit Trucks,Hugh L. Carey Tunnel,Brooklyn,2,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:20:00.000,20,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,2 - Single-Unit Trucks,Manhattan Bridge,Brooklyn,3,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:20:00.000,20,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,2 - Single-Unit Trucks,Williamsburg Bridge,Brooklyn,4,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:20:00.000,20,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,2 - Single-Unit Trucks,East 60th St,East 60th St,13,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:20:00.000,20,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,2 - Single-Unit Trucks,FDR Drive at 60th St,FDR Drive,4,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:20:00.000,20,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,2 - Single-Unit Trucks,Holland Tunnel,New Jersey,11,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:20:00.000,20,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,2 - Single-Unit Trucks,Lincoln Tunnel,New Jersey,17,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:20:00.000,20,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,2 - Single-Unit Trucks,Queens Midtown Tunnel,Queens,3,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:20:00.000,20,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,2 - Single-Unit Trucks,Queensboro Bridge,Queens,7,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:20:00.000,20,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,2 - Single-Unit Trucks,West 60th St,West 60th St,9,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:20:00.000,20,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,2 - Single-Unit Trucks,West Side Highway at 60th St,West Side Highway,0,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:20:00.000,20,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,3 - Multi-Unit Trucks,Brooklyn Bridge,Brooklyn,0,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:20:00.000,20,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,3 - Multi-Unit Trucks,Hugh L. Carey Tunnel,Brooklyn,0,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:20:00.000,20,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,3 - Multi-Unit Trucks,Manhattan Bridge,Brooklyn,0,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:20:00.000,20,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,3 - Multi-Unit Trucks,Williamsburg Bridge,Brooklyn,0,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:20:00.000,20,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,3 - Multi-Unit Trucks,East 60th St,East 60th St,2,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:20:00.000,20,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,3 - Multi-Unit Trucks,FDR Drive at 60th St,FDR Drive,0,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:20:00.000,20,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,3 - Multi-Unit Trucks,Holland Tunnel,New Jersey,1,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:20:00.000,20,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,3 - Multi-Unit Trucks,Lincoln Tunnel,New Jersey,2,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:20:00.000,20,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,3 - Multi-Unit Trucks,Queens Midtown Tunnel,Queens,1,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:20:00.000,20,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,3 - Multi-Unit Trucks,Queensboro Bridge,Queens,1,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:20:00.000,20,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,3 - Multi-Unit Trucks,West 60th St,West 60th St,2,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:20:00.000,20,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,3 - Multi-Unit Trucks,West Side Highway at 60th St,West Side Highway,0,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:20:00.000,20,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,4 - Buses,Brooklyn Bridge,Brooklyn,0,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:20:00.000,20,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,4 - Buses,Hugh L. Carey Tunnel,Brooklyn,4,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:20:00.000,20,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,4 - Buses,Manhattan Bridge,Brooklyn,0,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:20:00.000,20,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,4 - Buses,Williamsburg Bridge,Brooklyn,0,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:20:00.000,20,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,4 - Buses,East 60th St,East 60th St,8,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:20:00.000,20,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,4 - Buses,FDR Drive at 60th St,FDR Drive,0,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:20:00.000,20,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,4 - Buses,Holland Tunnel,New Jersey,0,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:20:00.000,20,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,4 - Buses,Lincoln Tunnel,New Jersey,4,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:20:00.000,20,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,4 - Buses,Queens Midtown Tunnel,Queens,1,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:20:00.000,20,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,4 - Buses,Queensboro Bridge,Queens,1,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:20:00.000,20,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,4 - Buses,West 60th St,West 60th St,5,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:20:00.000,20,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,4 - Buses,West Side Highway at 60th St,West Side Highway,1,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:20:00.000,20,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,5 - Motorcycles,Brooklyn Bridge,Brooklyn,0,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:20:00.000,20,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,5 - Motorcycles,Hugh L. Carey Tunnel,Brooklyn,0,0
2025-01-15T00:00:00.000,2025-01-15T21:00:00.000,2025-01-15T21:20:00.000,20,21,4,Wednesday,2025-01-12T00:00:00.000,Overnight,5 - Motorcycles,Manhattan Bridge,Brooklyn,0,0
